가행광여부,광산명,광산유형,시도,시군구,읍면동,리
폐광,석탄,(가)보문,대전,동구,낭월동,
폐광,석탄,(가)삼청,대전,동구,삼괴동,
폐광,비금속,덕명,대전,유성구,구암동,
폐광,금속,평촌,대전,대덕구,신탄진동,
폐광,비금속,보원,충북,괴산군,감물면,광전리
폐광,금속,안민동,충북,괴산군,감물면,광전리
폐광,비금속,인창,충북,괴산군,감물면,구월리
폐광,비금속,심불,충북,괴산군,감물면,매전리
폐광,금속,증자동,충북,괴산군,감물면,매전리
폐광,비금속,서일,충북,괴산군,괴산읍,검승리
폐광,금속,우진,충북,괴산군,괴산읍,능촌리
폐광,금속,(가)신항,충북,괴산군,괴산읍,신항리
폐광,비금속,광덕,충북,괴산군,문광면,광덕리
폐광,석탄,삼탄-삼덕,강원,정선군,고한읍,고한리
폐광,비금속,문광규석,충북,괴산군,문광면,신기리
폐광,석탄,옥성,충북,괴산군,문광면,옥성리
폐광,금속,만정,충북,괴산군,불정면,삼방리
폐광,금속,삼신,충북,괴산군,불정면,삼방리
폐광,금속,어래,충북,괴산군,불정면,삼방리
폐광,금속,(가)신흥리,충북,괴산군,불정면,신흥리
폐광,비금속,웅동,충북,괴산군,불정면,웅동리
폐광,비금속,(가)웅동리,충북,괴산군,불정면,웅동리
폐광,금속,괴산철,충북,괴산군,불정면,삼방리
폐광,금속,건일,충북,괴산군,불정면,창산리
폐광,비금속,대일규석,충북,괴산군,불정면,창산리
폐광,금속,보영,충북,괴산군,불정면,창산리
폐광,금속,범진,충북,괴산군,사리면,수암리
폐광,금속,창금,충북,괴산군,사리면,이곡리
폐광,금속,창금산,충북,괴산군,사리면,이곡리
폐광,금속,철수,충북,괴산군,사리면,이곡리
폐광,금속,소암,충북,괴산군,사리면,사담리
폐광,비금속,괴산고령토,충북,괴산군,소수면,소암리
폐광,금속,소암,충북,괴산군,소수면,소암리
폐광,비금속,연풍장석,충북,괴산군,연풍면,갈금리
폐광,비금속,대불,충북,괴산군,연풍면,원풍리
폐광,비금속,대불(109),충북,괴산군,연풍면,원풍리
폐광,비금속,수풍,충북,괴산군,연풍면,원풍리
폐광,비금속,(가)신풍리,충북,괴산군,연풍면,원풍리
폐광,금속,연풍도양(조령),충북,괴산군,연풍면,원풍리
폐광,금속,원풍,충북,괴산군,연풍면,원풍리
폐광,비금속,풍령,충북,괴산군,연풍면,원풍리
폐광,금속,"만장(004만장,005만장)",충북,괴산군,연풍면,유상리
폐광,비금속,유봉,충북,괴산군,연풍면,유하리
폐광,비금속,(가)삼우,충북,괴산군,연풍면,유하리
폐광,금속,입석,충북,괴산군,연풍면,적석리
폐광,금속,입석,충북,괴산군,연풍면,적석리
폐광,비금속,입석,충북,괴산군,연풍면,적석리
폐광,비금속,금강석회,충북,괴산군,연풍면,주진리
폐광,비금속,연풍장석,충북,괴산군,연풍면,주진리
폐광,금속,천보,충북,괴산군,연풍면,행촌리
폐광,비금속,(가)행촌리,충북,괴산군,연풍면,행촌리
폐광,금속,만정,충북,괴산군,장연면,송덕리
폐광,금속,삼원,충북,괴산군,장연면,오가리
폐광,금속,장풍,충북,괴산군,장연면,오가리
폐광,비금속,삼조광업,충북,괴산군,장연면,추점리
폐광,금속,성보(옥진),충북,괴산군,청안면,문방리
폐광,비금속,신흥석회,충북,괴산군,청안면,부흥리
폐광,금속,수정광산,충북,괴산군,사리면,수암리
폐광,금속,금화,충북,괴산군,청안면,장암리
폐광,금속,장암,충북,괴산군,청안면,장암리
폐광,비금속,장암석회석,충북,괴산군,청안면,장암리
폐광,금속,조천광산,충북,괴산군,청안면,조천리
폐광,금속,(가)조천리,충북,괴산군,청안면,조천리
폐광,금속,황암,충북,괴산군,청안면,조천리
폐광,금속,입장,충북,괴산군,청안면,금신리
폐광,금속,청안(칠보),충북,괴산군,청안면,효근리
폐광,금속,고촌,충북,괴산군,청안면,효근리
폐광,금속,청천,충북,괴산군,청천면,고성리
폐광,금속,조봉,충북,괴산군,청천면,귀만리
폐광,비금속,청천,충북,괴산군,청천면,귀만리
폐광,금속,(가)덕평리,충북,괴산군,청천면,덕평리
폐광,석탄,동성,충북,괴산군,청천면,덕평리
폐광,금속,청천,충북,괴산군,청천면,무릉리
폐광,비금속,부흥,충북,괴산군,청천면,삼락리
폐광,금속,대원,충북,괴산군,청천면,삼송리
폐광,비금속,오성실업,충북,괴산군,청천면,삼송리
폐광,금속,"천년,천대",충북,괴산군,청천면,삼송리
폐광,금속,청천,충북,괴산군,청천면,신월리
폐광,금속,태응,충북,괴산군,청천면,운교리
폐광,금속,청천,충북,괴산군,청천면,후평리
폐광,비금속,칠성,충북,괴산군,칠성면,비도리
폐광,비금속,삼혁규석,충북,괴산군,칠성면,송동리
폐광,금속,칠성,충북,괴산군,칠성면,외사리
폐광,금속,(가)지곡,충북,괴산군,칠성면,율지리
폐광,금속,칠보,충북,괴산군,칠성면,율지리
폐광,비금속,영춘납석,충북,단양군,가곡면,가대리
폐광,금속,(가)가곡,충북,단양군,가곡면,대대리
폐광,금속,단양보천,충북,단양군,가곡면,대대리
폐광,금속,향남,충북,단양군,가곡면,대대리
폐광,석탄,대덕(269),충북,단양군,가곡면,대대리
폐광,석탄,삼일,충북,단양군,가곡면,대대리
폐광,비금속,보발석회,충북,단양군,가곡면,보발리
폐광,석탄,대성보성,충북,단양군,가곡면,보발리
폐광,석탄,보성,충북,단양군,가곡면,보발리
폐광,석탄,보은흥일,충북,단양군,가곡면,보발리
폐광,금속,은곡(130),충북,단양군,가곡면,사평리
폐광,비금속,여천,충북,단양군,가곡면,여천리
폐광,비금속,백광여천,충북,단양군,가곡면,여천리
폐광,비금속,대현납석,충북,단양군,가곡면,보발리
폐광,비금속,영성활석(464흥국),충북,옥천군,이원면,지탄리
폐광,비금속,봉양규석,충북,단양군,단성면,가산리
폐광,비금속,대강,충북,단양군,단성면,가산리
폐광,비금속,사봉,충북,단양군,단성면,고평리
폐광,금속,(가)대잠리,충북,단양군,단성면,대잠리
폐광,비금속,두항활석,충북,단양군,단성면,두항리
폐광,비금속,(가)양당,충북,단양군,단성면,양당리
폐광,금속,(가)양당아연,충북,단양군,단성면,양당리
폐광,비금속,구미형석,충북,단양군,단성면,외중방리
폐광,금속,대덕(115),충북,단양군,단성면,장회리
폐광,비금속,제2구성,충북,단양군,단성면,장회리
폐광,비금속,덕운,충북,단양군,단성면,중방리
폐광,비금속,태백,충북,단양군,단성면,중방리
폐광,석탄,봉양,충북,단양군,단성면,회산리
폐광,금속,유양,충북,단양군,단성면,회산리
폐광,금속,연천,충북,단양군,단양읍,금곡리
폐광,석탄,대성창원,충북,단양군,단양읍,노동리
폐광,비금속,백광석회석,충북,단양군,단양읍,노동리
폐광,비금속,한일석회,충북,단양군,단양읍,노동리
폐광,비금속,대강,충북,단양군,단양읍,덕상리
폐광,석탄,단양(234),충북,단양군,단양읍,덕상리
폐광,석탄,단양덕상,충북,단양군,단양읍,덕상리
폐광,비금속,단양석회,충북,단양군,단양읍,현천리
폐광,비금속,충남신광석회,충북,단양군,단양읍,상진리
폐광,비금속,장자,충북,단양군,단양읍,심곡리
폐광,비금속,거도,충북,단양군,단양읍,천동리
폐광,비금속,덕상,충북,단양군,단양읍,현천리
폐광,금속,용암,충남,서산시,고북면,용암리
폐광,금속,연봉,충북,단양군,대강면,괴평리
폐광,비금속,대성,충북,단양군,대강면,두음리
폐광,금속,양명,충남,부여군,임천면,구교리
폐광,비금속,미선(222),충북,단양군,대강면,두음리
폐광,금속,가은,충북,단양군,적성면,상리
폐광,비금속,성경,충북,단양군,대강면,두음리
폐광,비금속,신화,충북,단양군,대강면,두음리
폐광,비금속,미노,충북,단양군,대강면,미노리
폐광,비금속,소백,충북,단양군,대강면,올산리
폐광,비금속,(가)올산리,충북,단양군,대강면,올산리
폐광,비금속,대강규석,충북,단양군,대강면,황정리
폐광,금속,문강,충북,단양군,대강면,직티리
폐광,비금속,천은,충북,단양군,매포읍,고양리
폐광,비금속,신광,충북,단양군,매포읍,매포리
폐광,금속,삼곡,충북,단양군,매포읍,삼곡리
폐광,비금속,청림,충북,단양군,매포읍,고양리
폐광,비금속,한일,충북,단양군,매포읍,상괴리
폐광,금속,삼곡,충북,단양군,매포읍,영천리
폐광,비금속,한흥실업미원석회,충북,단양군,매포읍,영천리
폐광,비금속,도담,충북,단양군,매포읍,매포리
폐광,금속,청양,충남,청양군,장평면,지천리
폐광,비금속,부국석회,충북,단양군,어상천면,대전리
폐광,비금속,석교석회,충북,단양군,어상천면,석교리
폐광,비금속,석교석회,충북,단양군,어상천면,석교리
폐광,비금속,태창,충북,단양군,어상천면,연곡리
폐광,비금속,태창석회,충북,단양군,어상천면,연곡리
폐광,금속,어상천2,충북,단양군,어상천면,임현리
폐광,금속,어상천1,충북,단양군,어상천면,임현리
폐광,비금속,영춘규석,충북,단양군,영춘면,남천리
폐광,비금속,대동,충북,단양군,영춘면,동대리
폐광,비금속,대창,충북,단양군,영춘면,동대리
폐광,비금속,선우단양,충북,단양군,영춘면,동대리
폐광,비금속,동대석회,충북,단양군,영춘면,동대리
폐광,금속,옥풍,충북,단양군,영춘면,동대리
폐광,비금속,제일동대,충북,단양군,영춘면,동대리
폐광,비금속,송전,충북,단양군,영춘면,만종리
폐광,비금속,세영벤토나이트,충북,단양군,영춘면,사이곡리
폐광,비금속,영춘제2석회,충북,단양군,영춘면,사이곡리
폐광,비금속,국일,충북,단양군,영춘면,사지원리
폐광,비금속,영춘(197),충북,단양군,영춘면,사지원리
폐광,석탄,장선,충북,단양군,영춘면,사지원리
폐광,비금속,대현납석,충북,단양군,영춘면,상리
폐광,석탄,영춘(241),충북,단양군,영춘면,상리
폐광,석탄,영춘혜주,충북,단양군,영춘면,상리
폐광,석탄,태남,충북,단양군,영춘면,상리
폐광,비금속,오사리,충북,단양군,영춘면,오사리
폐광,비금속,보림,충북,단양군,적성면,각기리
폐광,비금속,(가)기동리,충북,단양군,적성면,기동리
폐광,석탄,가은,경북,문경시,가은읍,왕능리
폐광,금속,양지,충남,보령시,청소면,정전리
폐광,금속,단양철,충북,단양군,적성면,상리
폐광,비금속,앙성고령토,충북,단양군,적성면,파랑리
폐광,비금속,경일,충북,단양군,적성면,하리
폐광,비금속,백석,충북,단양군,적성면,하리
폐광,비금속,적성,충북,단양군,적성면,하리
폐광,비금속,적성석회,충북,단양군,적성면,하리
폐광,비금속,원곡석회석,충북,단양군,적성면,하원곡리
폐광,금속,유진 (상곡광산 인접 동시사업 추진),충북,단양군,적성면,하원곡리
폐광,비금속,단진,충북,단양군,적성면,하진리
폐광,금속,대양운무,충북,보은군,마로면,기대리
폐광,금속,유정,충북,보은군,마로면,기대리
폐광,비금속,청산,충북,보은군,마로면,원정리
폐광,비금속,단천1,충북,보은군,마로면,소여리
폐광,석탄,단천2,충북,보은군,마로면,소여리
폐광,비금속,옥보,충북,보은군,마로면,오천리
폐광,석탄,성하,충북,보은군,마로면,원정리
폐광,석탄,청산,충북,보은군,마로면,원정리
폐광,비금속,금흥,충북,보은군,마로면,임곡리
폐광,비금속,옥천,충북,옥천군,군북면,대정리
폐광,비금속,대원,충북,보은군,산외면,대원리
폐광,석탄,(가)익수,충북,보은군,산외면,대원리
폐광,금속,(가)백석리,충북,보은군,산외면,백석리
폐광,석탄,산대,충북,보은군,산외면,산대리
폐광,금속,산외,충북,보은군,산외면,탁주리
폐광,금속,보은대일,충북,보은군,회남면,분저리
폐광,비금속,대상,충북,보은군,회남면,은운리
폐광,석탄,보은,충북,보은군,회남면,조곡리
폐광,금속,무극(492무주),충북,음성군,금왕읍,용계리
폐광,석탄,신원,충북,보은군,회인면,갈티리
폐광,비금속,석숭,충북,보은군,회인면,건천리
폐광,비금속,성광,충북,보은군,회인면,건천리
폐광,비금속,기덕,충북,보은군,회인면,송평리
폐광,석탄,부국,충북,보은군,회인면,송평리
폐광,석탄,우일,충북,보은군,회인면,송평리
폐광,금속,(가)내동,충북,영동군,매곡면,노천리
폐광,금속,노천리,충북,영동군,매곡면,노천리
폐광,금속,매곡,충북,영동군,매곡면,옥전리
폐광,비금속,옥매,충북,영동군,매곡면,
폐광,금속,옥전,충북,영동군,매곡면,옥전리
폐광,비금속,욱일,충북,영동군,매곡면,옥전리
폐광,금속,(가)곤덕리,충북,영동군,매곡면,유전리
폐광,금속,추령,충북,영동군,매곡면,유전리
폐광,금속,삼동(418삼동),충북,영동군,상촌면,고자리
폐광,금속,삼황학,충북,영동군,상촌면,궁촌리
폐광,금속,일생금,충북,영동군,상촌면,대해리
폐광,금속,복용,충북,영동군,상촌면,돈대리
폐광,금속,삼광수,충북,영동군,상촌면,돈대리
폐광,금속,영동임산,충북,영동군,상촌면,돈대리
폐광,금속,대원,충북,영동군,상촌면,물한리
폐광,금속,문원,충북,영동군,상촌면,물한리
폐광,금속,영보,충북,영동군,상촌면,물한리
폐광,금속,(가)충북,충북,영동군,상촌면,대해리
폐광,금속,대일,충북,영동군,상촌면,유곡리
폐광,금속,영보돈매,충북,영동군,상촌면,임산리
폐광,비금속,우석,충북,영동군,상촌면,임산리
폐광,금속,임산,충북,영동군,상촌면,하도대리
폐광,금속,창화,충북,영동군,상촌면,하도대리
폐광,금속,대동,충북,영동군,상촌면,흥덕리
폐광,비금속,흥덕,충북,영동군,상촌면,흥덕리
폐광,금속,흥덕(377흥덕),충북,영동군,상촌면,흥덕리
폐광,비금속,심천,충북,영동군,심천면,금정리
폐광,금속,금정,충북,영동군,심천면,금정리
폐광,석탄,성원,충북,영동군,심천면,길현리
폐광,비금속,마곡,충북,영동군,심천면,마곡리
폐광,비금속,옥인,충북,영동군,심천면,마곡리
폐광,금속,용당철,충북,영동군,심천면,용당리
폐광,금속,영동,충북,영동군,심천면,초강리
폐광,비금속,삼성,충북,청주시 상당구,가덕면,청용리
폐광,비금속,한일규석,충북,영동군,양강면,산막리
폐광,금속,대신,충북,영동군,양강면,산막리
폐광,금속,천일금산,충북,영동군,양강면,산막리
폐광,금속,"천흥,영우",충북,영동군,양강면,산막리
폐광,비금속,선화,충북,영동군,양강면,유점리
폐광,금속,(가)지촌금광,충북,영동군,양강면,지촌리
폐광,금속,고려산업,충북,영동군,양산면,가선리
폐광,비금속,대천,충북,영동군,양산면,누교리
폐광,금속,한척,충북,영동군,양산면,송호리
폐광,금속,영우,충북,영동군,양산면,수두리
폐광,금속,(가)당곡,충북,영동군,영동읍,당곡리
폐광,금속,산봉,충북,영동군,영동읍,당곡리
폐광,석탄,(가)산이리,충북,영동군,영동읍,산이리
폐광,금속,(가)당골,충북,영동군,영동읍,당곡리
폐광,비금속,영동납석,충북,영동군,영동읍,산익리
폐광,금속,(가)오리,충북,영동군,영동읍,산익리
폐광,비금속,용궁,충북,영동군,영동읍,산익리
폐광,비금속,영동,충북,영동군,영동읍,오탄리
폐광,금속,금포금모,충북,영동군,영동읍,화신리
폐광,비금속,영동,충북,영동군,용산면,금곡리
폐광,금속,한곡,충북,영동군,용산면,금곡리
폐광,비금속,용산형석,충북,영동군,용산면,부릉리
폐광,금속,다진영동(430부상),충북,영동군,용산면,부상리
폐광,금속,신망,충북,영동군,용산면,시금리
폐광,비금속,심천석회석,충북,영동군,용산면,한석리
폐광,비금속,"영동(395영남,399형동형석)",충북,영동군,용산면,한곡리
폐광,금속,박달,충북,영동군,용산면,한석리
폐광,금속,법화,충북,영동군,용산면,한석리
폐광,비금속,백봉규석,충북,영동군,용화면,안정리
폐광,금속,삼정(용화)(용화월전),충북,영동군,용화면,용화리
폐광,금속,용화,충북,영동군,용화면,용화리
폐광,금속,(가)용화철,충북,영동군,용화면,용화리
폐광,금속,창곡,충북,영동군,용화면,용화리
폐광,금속,삼창,충북,영동군,용화면,월전리
폐광,금속,(가)월전,충북,영동군,용화면,월전리
폐광,비금속,삼영,충북,영동군,용화면,조동리
폐광,금속,(가)계룡리,충북,영동군,추풍령면,계룡리
폐광,금속,"내보,보풍",충북,영동군,추풍령면,계룡리
폐광,금속,옥매제3,충북,영동군,추풍령면,사부리
폐광,금속,환이,충북,영동군,추풍령면,사부리
폐광,비금속,황보,충북,영동군,추풍령면,사부리
폐광,금속,(가)범하리,충북,영동군,학산면,범화리
폐광,비금속,대선석회(382대선),충북,영동군,학산면,서산리
폐광,금속,서산,충북,영동군,학산면,서산리
폐광,비금속,영동석회석,충북,영동군,학산면,서산리
폐광,금속,학산,충북,영동군,학산면,서산리
폐광,금속,대림,충북,영동군,학산면,지내리
폐광,비금속,성주형석,충북,영동군,학산면,지내리
폐광,비금속,대보,충북,영동군,학산면,학산리
폐광,비금속,용산,충북,영동군,학산면,황산리
폐광,금속,청양,충북,영동군,황간면,광평리
폐광,비금속,추풍령,충북,영동군,황간면,광평리
폐광,비금속,삼풍산업,충북,영동군,황간면,금계리
폐광,금속,난곡,충북,영동군,황간면,난곡리
폐광,금속,봉대,충북,영동군,황간면,난곡리
폐광,금속,융창,충북,영동군,황간면,난곡리
폐광,금속,삼원,충북,영동군,황간면,서송원리
폐광,비금속,인황,충북,영동군,황간면,신흥리
폐광,금속,월류,충북,영동군,황간면,원촌리
폐광,비금속,만국,충북,옥천군,군북면,국원리
폐광,비금속,만국대리석,충북,옥천군,군북면,국원리
폐광,비금속,옥천규석,충북,옥천군,군북면,국원리
폐광,금속,이전,충북,옥천군,군북면,대정리
폐광,비금속,옥천,충북,옥천군,군북면,증약리
폐광,비금속,군북규석,충북,옥천군,군북면,항곡리
폐광,금속,동국,충북,옥천군,군서면,금산리
폐광,비금속,용전,충북,옥천군,군서면,오동리
폐광,비금속,하동,충북,옥천군,군서면,하동리
폐광,금속,경원,충북,옥천군,동이면,청마리
폐광,비금속,안성,충북,옥천군,안남면,종미리
폐광,비금속,대한,충북,옥천군,안남면,화학리
폐광,비금속,부국,충북,옥천군,안남면,화학리
폐광,비금속,가산,충북,옥천군,안내면,답양리
폐광,석탄,(가)도율리,충북,옥천군,안내면,도율리
폐광,금속,금적산,충북,옥천군,안내면,오덕리
폐광,석탄,(가)인포리,충북,옥천군,안내면,인포리
폐광,금속,용암,충북,옥천군,옥천읍,삼청리
폐광,비금속,(가)옥각리,충북,옥천군,옥천읍,옥각리
폐광,비금속,옥천,충북,옥천군,옥천읍,장야리
폐광,비금속,구음,충북,옥천군,이원면,지탄리
폐광,비금속,삼화,충북,옥천군,청산면,교평리
폐광,비금속,월남(473청산형석),충북,옥천군,청산면,대성리
폐광,석탄,(가)근모,충북,옥천군,청산면,만월리
폐광,비금속,월명,충북,옥천군,청산면,명티리
폐광,비금속,청림,충북,옥천군,청산면,명티리
폐광,비금속,청산장석,충북,옥천군,청산면,인정리
폐광,비금속,청산,충북,옥천군,청산면,장위리
폐광,비금속,신장제2,충북,옥천군,청산면,판수리
폐광,금속,거풍,충북,옥천군,청성면,거포리
폐광,금속,삼보,충북,옥천군,청성면,거포리
폐광,석탄,홍우월신,충북,옥천군,청성면,거포리
폐광,금속,65사금,충북,옥천군,청성면,고당리
폐광,석탄,대부,충북,옥천군,청성면,구음리
폐광,비금속,태성,충북,옥천군,청성면,구음리
폐광,금속,남성,충북,옥천군,청성면,궁촌리
폐광,비금속,신매,충북,옥천군,청성면,소서리
폐광,금속,홍신,충북,옥천군,청성면,소서리
폐광,비금속,신장광업소,충북,옥천군,청성면,소서리
폐광,비금속,신장,충북,옥천군,청산면,신매리
폐광,비금속,도토리,충북,옥천군,청성면,장수리
폐광,금속,만명,충북,옥천군,청성면,장수리
폐광,석탄,지원,충북,옥천군,청성면,장수리
폐광,금속,동광,충북,옥천군,청성면,장연리
폐광,석탄,호명,충북,옥천군,청성면,장연리
폐광,금속,화성,충북,옥천군,청성면,화성리
폐광,금속,소금산,충북,음성군,감곡면,문촌리
폐광,비금속,건일,충북,음성군,감곡면,상평리
폐광,비금속,금광,충북,음성군,감곡면,오향리
폐광,금속,금봉,충북,음성군,금왕읍,봉곡리
폐광,금속,금왕,충북,음성군,금왕읍,봉곡리
폐광,금속,유일광업,충북,음성군,금왕읍,봉곡리
폐광,금속,태극(대륙),충북,음성군,금왕읍,삼봉리
폐광,비금속,삼성,강원,영월군,중동면,화원리
폐광,금속,금왕,충북,음성군,금왕읍,육령리
폐광,금속,삼마,충북,음성군,삼성면,대사리
폐광,금속,(가)덕용,충북,음성군,삼성면,대야리
폐광,금속,(가)병암,충북,음성군,생극면,병암리
폐광,금속,(가)생극,충북,음성군,생극면,병암리
폐광,금속,소이,충북,음성군,소이면,금고리
폐광,비금속,충주,충북,음성군,소이면,문등리
폐광,비금속,이윤(096불정),충북,음성군,소이면,문등리
폐광,비금속,용현,충북,음성군,소이면,봉전리
폐광,금속,(가)비산리,충북,음성군,소이면,비산리
폐광,금속,(가)충도,충북,음성군,소이면,충도리
폐광,금속,영세,충북,음성군,소이면,충도리
폐광,비금속,백암,충북,음성군,소이면,후미리
폐광,금속,문암,충북,음성군,원남면,문암리
폐광,금속,(가)보룡리,충북,음성군,원남면,보룡리
폐광,금속,환희,충북,음성군,원남면,덕정리
폐광,금속,(가)조촌,충북,음성군,원남면,조촌리
폐광,금속,음성,충북,음성군,음성읍,신천리
폐광,금속,일산,충북,음성군,음성읍,삼생리
폐광,비금속,제천,충북,제천시,고명동,
폐광,비금속,(가)병하,충북,제천시,금성면,사곡리
폐광,비금속,(가)사곡2,충북,제천시,금성면,사곡리
폐광,금속,금성철,충북,제천시,금성면,성내리
폐광,비금속,(가)성내리1,충북,제천시,금성면,성내리
폐광,금속,(가)성내리2,충북,제천시,금성면,성내리
폐광,비금속,(가)성내리3,충북,제천시,금성면,성내리
폐광,비금속,동남,충북,제천시,금성면,양화리
폐광,비금속,(가)양화리1,충북,제천시,금성면,양화리
폐광,비금속,(가)양화리2,충북,제천시,금성면,양화리
폐광,비금속,금성,충북,제천시,금성면,월굴리
폐광,금속,(가)석동골,충북,제천시,금성면,월굴리
폐광,비금속,월굴,충북,제천시,금성면,월굴리
폐광,금속,(가)월굴리,충북,제천시,금성면,월굴리
폐광,금속,장자,충북,제천시,금성면,월굴리
폐광,금속,적덕,충북,제천시,금성면,월굴리
폐광,비금속,한일백토,충북,제천시,금성면,월굴리
폐광,금속,당두,충북,제천시,금성면,중전리
폐광,비금속,월림,충북,제천시,금성면,중전리
폐광,금속,(가)중전리,충북,제천시,금성면,중전리
폐광,금속,(가)금풍,충북,제천시,금성면,포전리
폐광,비금속,(가)동흥소재,충북,제천시,금성면,활산리
폐광,비금속,영광이레,충북,제천시,금성면,활산리
폐광,비금속,금성활석,충북,제천시,청풍면,황석리
폐광,금속,덕산,충북,제천시,수산면,대전리
폐광,금속,대덕,충북,제천시,덕산면,도기리
폐광,비금속,도기활석,충북,제천시,덕산면,도기리
폐광,석탄,삼지,충북,제천시,덕산면,도기리
폐광,비금속,일신수산활석,충북,제천시,덕산면,도기리
폐광,금속,장풍,충북,제천시,덕산면,도기리
폐광,금속,제천삼당,충북,제천시,덕산면,도기리
폐광,비금속,도전,충북,제천시,덕산면,도전리
폐광,금속,(가)선고,충북,제천시,덕산면,선고리
폐광,금속,용하2,충북,제천시,덕산면,선고리
폐광,비금속,성암형석,충북,제천시,덕산면,성암리
폐광,비금속,덕주,충북,제천시,덕산면,수산리
폐광,비금속,광영,충북,제천시,덕산면,신현리
폐광,비금속,(가)광천형석,충북,제천시,덕산면,월악리
폐광,금속,용하1,충북,제천시,덕산면,도기리
폐광,금속,월악1,충북,제천시,덕산면,월악리
폐광,금속,월악2,충북,제천시,덕산면,월악리
폐광,금속,월악3,충북,제천시,덕산면,수산리
폐광,비금속,장풍,충북,제천시,덕산면,월악리
폐광,금속,구덕,충북,제천시,백운면,덕동리
폐광,금속,삼봉(536),충북,제천시,백운면,덕동리
폐광,비금속,신림규석,충북,제천시,백운면,도곡리
폐광,비금속,공전규석(560공전),충북,제천시,백운면,모정리
폐광,비금속,남강,충북,제천시,백운면,모정리
폐광,비금속,(가)신행규석,충북,제천시,백운면,방학리
폐광,비금속,백운규석,충북,제천시,백운면,방학리
폐광,금속,삼봉(537),충북,제천시,백운면,화당리
폐광,금속,삼봉(592),충북,제천시,백운면,화당리
폐광,금속,삼중,충북,제천시,백운면,화당리
폐광,비금속,중도,충북,제천시,봉양읍,공전리
폐광,비금속,명암,충북,제천시,봉양읍,명암리
폐광,비금속,명진,충북,제천시,봉양읍,명암리
폐광,비금속,(가)충북규석2,충북,제천시,봉양읍,명암리
폐광,비금속,옥전규석,충북,제천시,봉양읍,옥전리
폐광,비금속,신림도로마이트,충북,제천시,봉양읍,옥전리
폐광,비금속,(가)옥전,충북,제천시,봉양읍,옥전리
폐광,비금속,대진,충북,제천시,봉양읍,장평리
폐광,비금속,승우,충북,제천시,봉양읍,장평리
폐광,비금속,충북규석,충북,제천시,백운면,평동리
폐광,비금속,학산규석,충북,제천시,봉양읍,학산리
폐광,금속,(가)송실,충북,제천시,송학면,무도리
폐광,비금속,동광석회(593삼영석회),충북,제천시,송학면,무도리
폐광,비금속,진성규석,충북,제천시,백운면,운학리
폐광,비금속,신선,충북,제천시,송학면,송한리
폐광,비금속,삼화석회,충북,제천시,송학면,송한리
폐광,비금속,송한리,충북,제천시,송학면,송한리
폐광,비금속,(가)한국첨단신소재(가행광),충북,제천시,송학면,송한리
폐광,비금속,(가)함박골광산,충북,제천시,송학면,송한리
폐광,금속,포천,충북,제천시,송학면,시곡리
폐광,비금속,(가)오미리광산,충북,제천시,송학면,오미리
폐광,비금속,(가)도화석회,충북,제천시,송학면,포전리
폐광,비금속,도화석회(642포전),충북,제천시,송학면,포전리
폐광,비금속,신림,충북,제천시,송학면,송한리
폐광,금속,수중,충북,제천시,수산면,계란리
폐광,비금속,고명,충북,제천시,수산면,고명리
폐광,비금속,백운석회석,충북,제천시,수산면,고명리
폐광,비금속,영흥,충북,제천시,수산면,괴곡리
폐광,금속,(가)충북,충북,제천시,수산면,괴곡리
폐광,비금속,한승-두항,충북,제천시,수산면,괴곡리
폐광,금속,(가)구곡리,충북,제천시,수산면,구곡리
폐광,비금속,(가)동아(석면),충북,제천시,수산면,구곡리
폐광,금속,금능,충북,제천시,청풍면,도화리
폐광,금속,단제,충북,제천시,수산면,능강리
폐광,금속,(가)솟대,충북,제천시,수산면,능강리
폐광,비금속,서양,충북,제천시,수산면,다불리
폐광,비금속,제2보원,충북,제천시,수산면,다불리
폐광,금속,일신,충북,제천시,수산면,대전리
폐광,비금속,(가)대유,충북,제천시,수산면,대전리
폐광,비금속,대천,충북,제천시,수산면,대전리
폐광,비금속,장자규회석,충북,제천시,수산면,대전리
폐광,비금속,미라,충북,제천시,수산면,도전리
폐광,금속,대양,충북,제천시,수산면,서곡리
폐광,비금속,계곡,충북,제천시,수산면,다불리
폐광,비금속,금성(수몰),충북,제천시,수산면,하천리
폐광,비금속,대왕활석(수몰),충북,제천시,수산면,다불리
폐광,금속,(가)수곡,충북,제천시,수산면,수곡리
폐광,비금속,영화규회석,충북,제천시,수산면,수곡리
폐광,비금속,태명,충북,제천시,수산면,수곡리
폐광,금속,수산(적곡),충북,제천시,수산면,적곡리
폐광,비금속,(가)두원산업,충북,제천시,수산면,오티리
폐광,금속,복수,충북,제천시,수산면,지곡리
폐광,금속,(가)적곡리,충북,제천시,수산면,적곡리
폐광,비금속,(가)신생중상이용사촌,충북,제천시,수산면,전곡리
폐광,비금속,천봉-앞실,충북,제천시,수산면,전곡리
폐광,금속,(가)단제모리,충북,제천시,수산면,하천리
폐광,금속,동아,충북,제천시,수산면,하천리
폐광,비금속,풍전활석(수몰),충북,제천시,수산면,하천리
폐광,금속,(가)청풍호,충북,제천시,청풍면,교리
폐광,금속,(가)단돈리,충북,제천시,청풍면,단돈리
폐광,비금속,원광,충북,제천시,청풍면,대류리
폐광,비금속,원광고령토,충북,제천시,청풍면,도곡리
