가행광여부,광산명,광산유형,시도,시군구,읍면동,리
폐광,금속,대창,충남,천안시 서북구,성정동,
폐광,비금속,(가)선바위,충남,천안시 서북구,업성동,
폐광,금속,(가)송남,충남,천안시 서북구,성거읍,문덕리
폐광,금속,천안삼흥,충남,천안시 서북구,성거읍,삼곡리
폐광,금속,신흥,충남,천안시 서북구,성거읍,송남리
폐광,금속,(가)남창,충남,천안시 서북구,성거읍,송남리
폐광,금속,(가)천보3,충남,천안시 서북구,성거읍,송남리
폐광,금속,금림,충남,천안시 서북구,성거읍,요방리
폐광,금속,(가)남천,충남,천안시 서북구,성거읍,정촌리
폐광,금속,천존,충남,천안시 서북구,성거읍,정촌리
폐광,금속,(가)문수동,충남,천안시 서북구,성거읍,천흥리
폐광,금속,(가)천흥1,충남,천안시 서북구,성거읍,천흥리
폐광,금속,(가)천흥2,충남,천안시 서북구,성거읍,천흥리
폐광,금속,대흥,충남,천안시 서북구,성거읍,천흥리
폐광,금속,대흥(성거),충남,천안시 서북구,성거읍,천흥리
폐광,금속,대흥1,충남,천안시 서북구,성거읍,천흥리
폐광,금속,복덕,충남,천안시 서북구,성거읍,천흥리
폐광,금속,성거,충남,천안시 서북구,성거읍,천흥리
폐광,비금속,천안장석광업소,충남,천안시 서북구,성거읍,천흥리
폐광,금속,천흥,충남,천안시 동남구,성남면,석곡리
폐광,비금속,정용광업소,충남,천안시 동남구,성남면,신사리
폐광,금속,(가)도하리,충남,천안시 서북구,성환읍,도하리
폐광,금속,대흥,충남,천안시 서북구,성환읍,도하리
폐광,금속,(가)성환,충남,천안시 서북구,성환읍,매주리
폐광,금속,매곡,충남,천안시 서북구,성환읍,매주리
폐광,금속,성관,충남,천안시 서북구,성환읍,성월리
폐광,금속,율금,충남,천안시 서북구,성환읍,송덕리
폐광,비금속,재향,충남,천안시 서북구,성환읍,수향리
폐광,금속,안전,충남,천안시 서북구,성환읍,우신리
폐광,금속,명화,충남,천안시 서북구,직산읍,상덕리
폐광,금속,운주,충남,천안시 동남구,수신면,백자리
폐광,금속,예산광업소,충남,천안시 동남구,수신면,속창리
폐광,비금속,(가)장산리,충남,천안시 동남구,수신면,장산리
폐광,비금속,(가)해정리,충남,천안시 동남구,수신면,해정리
폐광,금속,윤국,충남,천안시 서북구,입장면,가산리
폐광,금속,천보,충남,천안시 서북구,입장면,기로리
폐광,금속,서교,충남,천안시 서북구,입장면,도림리
폐광,금속,영산,충남,천안시 서북구,성환읍,도하리
폐광,금속,창신,충남,천안시 서북구,입장면,가산리
폐광,금속,(가)시장리,충남,천안시 서북구,입장면,시장리
폐광,금속,아성개발,충남,천안시 서북구,입장면,시장리
폐광,금속,오목,충남,천안시 서북구,입장면,시장리
폐광,금속,천안제일,충남,천안시 서북구,입장면,시장리
폐광,금속,평택17호,충남,천안시 서북구,입장면,시장리
폐광,금속,입성,충남,천안시 서북구,입장면,신두리
폐광,금속,(가)천보1,충남,천안시 서북구,입장면,양대리
폐광,금속,일보,충남,천안시 서북구,입장면,양대리
폐광,금속,성흥,충남,천안시 서북구,입장면,호당리
폐광,금속,시장,충남,천안시 서북구,입장면,호당리
폐광,금속,(가)천보,충남,천안시 서북구,입장면,호당리
폐광,금속,(가)호당,충남,천안시 서북구,입장면,호당리
폐광,금속,성안,충남,천안시 서북구,입장면,산정리
폐광,금속,(가)군서리,충남,천안시 서북구,직산읍,군서리
폐광,금속,(가)새터,충남,천안시 서북구,직산읍,군서리
폐광,금속,(가)마정리,충남,천안시 서북구,직산읍,마정리
폐광,금속,대성,충남,천안시 서북구,직산읍,모시리
폐광,금속,(가)성은,충남,천안시 서북구,직산읍,부송리
폐광,금속,진활미,충남,천안시 서북구,직산읍,판정리
폐광,금속,직산,충남,천안시 서북구,직산읍,판정리
폐광,금속,상산,충남,천안시 동남구,풍세면,남관리
폐광,금속,토리아,충남,천안시 동남구,풍세면,보성리
폐광,석탄,성진,충남,청양군,대치면,광금리
폐광,금속,구봉,충남,청양군,남양면,구룡리
폐광,금속,금봉,충남,청양군,남양면,금정리
폐광,금속,금정리,충남,청양군,남양면,금정리
폐광,금속,(가)대봉리,충남,청양군,남양면,대봉리
폐광,비금속,대남규석,충남,청양군,남양면,온암리
폐광,금속,대봉,충남,청양군,남양면,대봉리
폐광,비금속,매곡,충남,청양군,남양면,매곡리
폐광,비금속,청옥,충남,청양군,남양면,매곡리
폐광,비금속,태원,충남,청양군,남양면,매곡리
폐광,금속,(가)백금리,충남,청양군,남양면,백금리
폐광,석탄,월산대월,충남,청양군,남양면,백금리
폐광,금속,(가)봉암2,충남,청양군,남양면,봉암리
폐광,금속,(가)봉암1,충남,청양군,남양면,봉암리
폐광,비금속,온암,충남,청양군,남양면,온암리
폐광,금속,(가)글치기,충남,청양군,남양면,온암리
폐광,금속,온암,충남,청양군,남양면,온암리
폐광,금속,(가)용마,충남,청양군,남양면,용마리
폐광,금속,충청,충남,청양군,청양읍,장승리
폐광,비금속,대동활석,충남,청양군,남양면,흥산리
폐광,비금속,대성,충남,청양군,남양면,흥산리
폐광,비금속,구봉,충남,청양군,남양면,흥산리
폐광,비금속,명흥,충남,청양군,남양면,흥산리
폐광,비금속,태원,충남,청양군,남양면,흥산리
폐광,금속,(가)개미,충남,청양군,대치면,이화리
폐광,금속,(가)금광광업소,충남,청양군,대치면,작천리
폐광,금속,작천,충남,청양군,대치면,장곡리
폐광,비금속,대치석회석,충남,청양군,대치면,주정리
폐광,비금속,청보석회석,충남,청양군,대치면,주정리
폐광,비금속,칠성광업소,충남,청양군,대치면,주정리
폐광,비금속,비봉,충남,청양군,비봉면,강정리
폐광,비금속,비봉사문석,충남,청양군,비봉면,강정리
폐광,비금속,광시규석,충남,청양군,비봉면,관산리
폐광,비금속,(가)양사,충남,청양군,비봉면,양사리
폐광,비금속,삼화질석,충남,청양군,비봉면,양사리
폐광,금속,삼량,충남,청양군,비봉면,용천리
폐광,비금속,용천질석,충남,청양군,비봉면,용천리
폐광,금속,삼광,충남,청양군,운곡면,신대리
폐광,금속,(가)미량리(토금)광산,충남,청양군,운곡면,미량리
폐광,금속,미량,충남,청양군,운곡면,영양리
폐광,금속,대흥,충남,청양군,운곡면,추광리
폐광,비금속,충남활석,충남,청양군,운곡면,추광리
폐광,비금속,화성장석,충남,청양군,운곡면,추광리
폐광,금속,청양,충남,청양군,장평면,관현리
폐광,금속,미당,충남,청양군,장평면,미당리
폐광,금속,(가)소화,충남,청양군,장평면,은곡리
폐광,금속,도림,충남,청양군,장평면,적곡리
폐광,금속,청양,충남,청양군,장평면,화산리
폐광,금속,(가)앵화동금,충남,청양군,장평면,화산리
폐광,금속,망월산,충남,청양군,장평면,화산리
폐광,금속,앵화동,충남,청양군,장평면,화산리
폐광,석탄,(가)산성리,충남,홍성군,장곡면,산성리
폐광,금속,(가)삼봉,충남,청양군,정산면,내초리
폐광,금속,구곡,충남,청양군,정산면,내초리
폐광,금속,(가)마치리,충남,청양군,정산면,마치리
폐광,금속,제2삼성,경기,양평군,청운면,
폐광,금속,상보,충남,청양군,정산면,천장리
폐광,금속,(가)군량리,충남,청양군,청양읍,군량리
폐광,비금속,대일,충남,청양군,청양읍,송방리
폐광,비금속,(가)청수리,충남,청양군,청양읍,청수리
폐광,비금속,경동석회석,충남,청양군,청양읍,청수리
폐광,비금속,(가)학당리,충남,청양군,청양읍,학당리
폐광,비금속,중앙,충남,청양군,청양읍,학당리
폐광,비금속,동척,충남,청양군,화성면,광평리
폐광,금속,봉산,충남,청양군,화성면,구재리
폐광,비금속,장계광업소,충남,청양군,화성면,산정리
폐광,금속,(가)신정리1,충남,청양군,화성면,신정리
폐광,금속,(가)신정리2,충남,청양군,화성면,신정리
폐광,비금속,(가)화성장석,충남,청양군,화성면,화강리
폐광,금속,신아산업영목,충남,태안군,고남면,고남리
폐광,비금속,(가)안면도장곡리규사,충남,태안군,고남면,장곡리
폐광,비금속,한흥규사,충남,태안군,고남면,장곡리
폐광,비금속,(가)도황리,충남,태안군,근흥면,도황리
폐광,금속,(가)영동,충남,태안군,근흥면,신진도리
폐광,비금속,안면도규사,충남,태안군,근흥면,신진도리
폐광,비금속,(가)서산1,충남,태안군,근흥면,용신리
폐광,비금속,서원근흥,충남,태안군,근흥면,정죽리
폐광,비금속,충남,충남,태안군,근흥면,정죽리
폐광,비금속,충남규석,충남,태안군,근흥면,정죽리
폐광,비금속,신흥,충남,태안군,남면,당암리
폐광,비금속,은성,충남,태안군,남면,신온리
폐광,금속,금배,충남,태안군,소원면,소근리
폐광,금속,소원금,충남,태안군,소원면,소근리
폐광,비금속,태명,충남,태안군,소원면,소근리
폐광,비금속,태명고령토,충남,태안군,소원면,소근리
폐광,비금속,만리포,충남,태안군,소원면,송현리
폐광,비금속,소원,충남,태안군,소원면,신덕리
폐광,비금속,신덕,충남,태안군,소원면,신덕리
폐광,비금속,신두규사,충남,태안군,원북면,신두리
폐광,비금속,신한광업소,충남,태안군,소원면,의항리
폐광,금속,의항,충남,태안군,소원면,의항리
폐광,비금속,방포,충남,태안군,안면읍,승언리
폐광,비금속,승언리,충남,태안군,안면읍,승언리
폐광,비금속,제일,충남,태안군,안면읍,승언리
폐광,비금속,중왕,충남,태안군,안면읍,승언리
폐광,비금속,한신,충남,태안군,안면읍,승언리
폐광,비금속,대명규사,충남,태안군,안면읍,신야리
폐광,비금속,벧엘,충남,태안군,안면읍,중장리
폐광,금속,(가)반계철,충남,태안군,원북면,반계리
폐광,비금속,이곡규사,충남,태안군,원북면,방갈리
폐광,비금속,서산연규석,충남,태안군,이원면,사창리
폐광,금속,유봉,충남,태안군,원북면,신두리
폐광,비금속,(가)청산리석면,충남,태안군,원북면,청산리
폐광,비금속,명석1,충남,태안군,원북면,청산리
폐광,비금속,명석2,충남,태안군,원북면,청산리
폐광,금속,명우,충남,천안시 서북구,직산읍,남산리
폐광,비금속,명석4,충남,태안군,원북면,청산리
폐광,비금속,영진,충남,태안군,원북면,청산리
폐광,비금속,월북,충남,태안군,원북면,청산리
폐광,금속,이북,충남,태안군,이원면,포지리
폐광,금속,이북,충남,태안군,이원면,포지리
폐광,비금속,방포규사,충남,태안군,안면읍,정당리
폐광,금속,(가)어은리,충남,태안군,태안읍,어은리
폐광,비금속,(가)서산규사,충남,태안군,태안읍,인평리
폐광,석탄,한신,충남,홍성군,장곡면,산성리
폐광,석탄,예산,충남,홍성군,장곡면,천태리
폐광,비금속,(가)가곡리,충남,홍성군,갈산면,가곡리
폐광,비금속,(가)홍주광업소,충남,홍성군,갈산면,가곡리
폐광,비금속,문영,충남,홍성군,갈산면,가곡리
폐광,금속,홍주광업소,충남,홍성군,갈산면,갈오리
폐광,금속,(가)결성,충남,홍성군,갈산면,기산리
폐광,금속,삼보,충남,홍성군,갈산면,내갈리
폐광,비금속,풍산,충남,홍성군,갈산면,취생리
폐광,금속,갈산,충남,홍성군,갈산면,행산리
폐광,금속,삼성,경기,여주시,금사면,장흥리
폐광,금속,(가)원무량,충남,홍성군,결성면,무량리
폐광,비금속,결성활석,충남,홍성군,결성면,성남리
폐광,금속,철마,충남,홍성군,결성면,용호리
폐광,금속,구만,충남,홍성군,광천읍,내죽리
폐광,비금속,대광활석,충남,홍성군,광천읍,담산리
폐광,금속,황보,충남,홍성군,광천읍,담산리
폐광,비금속,사동규사,충남,홍성군,광천읍,대평리
폐광,비금속,(가)매현리,충남,홍성군,광천읍,매현리
폐광,비금속,광천,충남,홍성군,광천읍,상정리
폐광,비금속,대흥1,충남,홍성군,광천읍,상정리
폐광,금속,(가)황보,충남,홍성군,광천읍,가정리
폐광,금속,보원,충남,홍성군,광천읍,옹암리
폐광,금속,삼산,충남,홍성군,광천읍,옹암리
폐광,금속,금호,충남,홍성군,광천읍,월림리
폐광,비금속,월림,충남,홍성군,광천읍,월림리
폐광,비금속,한서,충남,홍성군,광천읍,월림리
폐광,비금속,홍성장석,충남,홍성군,구항면,내현리
폐광,비금속,(가)신곡리,충남,홍성군,구항면,신곡리
폐광,비금속,(가)청광사문석,충남,홍성군,구항면,청광리
폐광,금속,청광,충남,홍성군,구항면,청광리
폐광,비금속,홍성,충남,홍성군,구항면,청광리
폐광,금속,(가)가산리,충남,홍성군,금마면,가산리
폐광,금속,(가)인산리,충남,홍성군,금마면,인산리
폐광,금속,무량,충남,홍성군,금마면,인산리
폐광,비금속,인산,충남,홍성군,금마면,인산리
폐광,금속,영우,충남,홍성군,금마면,화양리
폐광,금속,(가)이호리,충남,홍성군,서부면,이호리
폐광,금속,황룡,충남,홍성군,서부면,이호리
폐광,금속,결성,충남,홍성군,서부면,판교리
폐광,비금속,은하,충남,홍성군,은하면,금국리
폐광,금속,대판,충남,홍성군,은하면,목현리
폐광,금속,삼응,충남,홍성군,은하면,덕실리
폐광,금속,홍덕,충남,홍성군,은하면,덕실리
폐광,비금속,(가)목현흑연,충남,홍성군,은하면,목현리
폐광,비금속,(가)구남창,충남,홍성군,은하면,장척리
폐광,비금속,동양질석,충남,홍성군,은하면,장척리
폐광,금속,(가)화봉리,충남,홍성군,은하면,화봉리
폐광,금속,(가)대현리1,충남,홍성군,장곡면,대현리
폐광,금속,(가)대현리2,충남,홍성군,장곡면,대현리
폐광,금속,대현,충남,홍성군,장곡면,대현리
폐광,금속,신동,충남,홍성군,장곡면,대현리
폐광,금속,홍성제2,충남,홍성군,장곡면,산성리
폐광,금속,(가)명진,충남,홍성군,장곡면,상송리
폐광,금속,(가)상송리,충남,홍성군,장곡면,상송리
폐광,금속,거봉,충남,홍성군,장곡면,상송리
폐광,금속,황화,충남,홍성군,장곡면,신풍리
폐광,금속,(가)오성리,충남,홍성군,장곡면,오성리
폐광,금속,월계,충남,홍성군,장곡면,월계리
폐광,금속,(가)홍성금산,충남,홍성군,장곡면,지정리
폐광,금속,천우,충남,홍성군,장곡면,행정리
폐광,비금속,홍동2,충남,홍성군,홍동면,금당리
폐광,금속,(가)서초정리,충남,예산군,광시면,서초정리
폐광,금속,광천사금,충남,홍성군,홍동면,문당리
폐광,금속,홍덕,충남,홍성군,홍동면,문당리
폐광,비금속,월현장석,충남,홍성군,홍동면,월현리
폐광,비금속,홍동1,충남,홍성군,홍동면,월현리
폐광,금속,금당리,충남,홍성군,홍동면,효학리
폐광,금속,화양,충남,홍성군,홍북읍,내덕리
폐광,금속,(가)상하리,충남,홍성군,홍북읍,상하리
폐광,금속,(가)용봉,충남,홍성군,홍북읍,상하리
폐광,금속,(가)이동,충남,홍성군,홍북읍,상하리
폐광,금속,산보,충남,홍성군,홍북읍,상하리
폐광,금속,일월산,충남,홍성군,홍북읍,상하리
폐광,금속,금마천,충남,홍성군,홍북읍,용산리
폐광,금속,(가)중계리,충남,홍성군,홍북읍,중계리
폐광,금속,(가)홍성73호,충남,홍성군,홍북읍,중계리
폐광,금속,신흥,충남,홍성군,홍북읍,중계리
폐광,금속,홍일,충남,홍성군,홍북읍,중계리
폐광,금속,청성,충남,홍성군,홍성읍,고암리
폐광,금속,금답,충남,홍성군,홍성읍,내법리
폐광,금속,금답,충남,홍성군,홍성읍,내법리
폐광,비금속,충남,충남,홍성군,홍성읍,송월리
폐광,비금속,(가)신성1,충남,홍성군,홍성읍,신성리
폐광,금속,금풍,충남,홍성군,홍북읍,용산리
폐광,비금속,화동,충북,옥천군,청산면,명티리
폐광,금속,(가)비암리,충남,부여군,외산면,비암리
폐광,비금속,신흥광산,충북,제천시,송학면,시곡리
폐광,비금속,태화광업소,충북,단양군,영춘면,오사리
폐광,비금속,보덕,충남,보령시,청소면,성연리
폐광,석탄,(가)장림리,충북,단양군,대강면,장림리
폐광,금속,(가리)영보,충북,영동군,영동읍,가리
폐광,금속,가리,충북,영동군,영동읍,가리
폐광,금속,거금,충남,부여군,은산면,거전리
폐광,금속,경명광업,충남,청양군,운곡면,신대리
폐광,비금속,그린산업개발,충북,음성군,소이면,문등리
폐광,비금속,삼성산업,경기,화성시,우정읍,
폐광,금속,논산동리,충남,논산시,가야곡면,등리
폐광,비금속,대남광산,충남,청양군,남양면,대봉리
폐광,금속,대덕,충남,예산군,신양면,대덕리
폐광,비금속,대덕석회,충남,당진시,당진읍,읍내리
폐광,석탄,대보,충남,보령시,성주면,성주리
폐광,금속,대산,충남,예산군,대술면,이치2리
폐광,금속,대영,충남,예산군,신양면,죽천리
폐광,비금속,대일,충남,청양군,청양읍,학당리
폐광,금속,대화,충북,충주시,앙성면,능암리
폐광,비금속,대화,충북,단양군,영춘면,사지원리
폐광,금속,덕동,충북,제천시,백운면,덕동리
폐광,금속,덕산,충북,제천시,덕산면,도전리
폐광,비금속,두원산업,충북,제천시,수산면,오티리
폐광,석탄,만우,충남,논산시,벌곡면,수락리
폐광,금속,만정(만적),충북,충주시,이류면,두정리
폐광,석탄,무명1,충남,부여군,,
폐광,금속,무명2,충북,옥천군,군북면,추소리
폐광,금속,범진,충북,괴산군,사리면,이곡리
폐광,비금속,보령광업,충남,보령시,웅천읍,관당리
폐광,금속,삼봉,충북,영동군,영동읍,당곡리
폐광,금속,삼창,충남,청양군,장평면,적곡리
폐광,금속,상곡,충북,단양군,적성면,상원곡리
폐광,석탄,성주산,충남,보령시,성주면,성주리
폐광,비금속,신영광산,충북,제천시,두학동,
폐광,금속,안전(구봉.대봉),충남,청양군,사양,
폐광,석탄,애곡,충북,단양군,적성면,
폐광,석탄,영보(대풍),충북,보령시,청라면,
폐광,석탄,영풍,충북,단양군,,
폐광,금속,오목,충남,천안시,성거읍,천흥리
폐광,금속,오복(중원),충북,충주시,소태면,복탄리
폐광,비금속,옥천,충북,보은군,마로면,
폐광,석탄,원일,충북,단양군,영춘면,상리
폐광,비금속,유구(활석),충남,공주시,유구읍,추계리
폐광,금속,인정,충남,보령시,청소면,재정리
폐광,금속,임천덕영,충남,부여군,양화면,
폐광,금속,장재,충남,공주시,정안면,평정리
폐광,석탄,점동,충북,옥천군,,
폐광,비금속,제이에프,충남,홍성군,홍성읍,구룡리
폐광,금속,조일,충북,단양군,적성면,상원곡리
폐광,금속,주우진산,충남,금산군,진산면,석막리
폐광,비금속,진천광업,충북,진천군,진천읍,가산리
폐광,비금속,청산,충북,보은군,마로면,노천리1구
폐광,석탄,청양,충북,청양군,대치면,
폐광,비금속,청양질석,충남,청양군,비봉면,양사리
폐광,금속,초촌,충남,부여군,초촌면,연화리
폐광,금속,탄천,충남,공주시,탄천면,삼각리
폐광,석탄,태화,충남,보령시,미산면,봉성리
폐광,석탄,태화(오성),충남,보령시,미산면,늑전리
폐광,석탄,한보,충북,보은군,회인면,송평리
폐광,금속,형석(청천),충북,괴산군,청천면,
폐광,금속,홍성,충남,홍성군,홍북읍,신경리
폐광,금속,홍주광업소,충남,예산군,덕산면,낙상리
폐광,금속,수리,충북,제천시,수산면,수리
폐광,비금속,고려규사광산,충남,태안군,소원면,모항리
폐광,비금속,금포,충북,단양군,적성면,각기리
폐광,금속,남포광산,충남,보령시,주산면,금암리
폐광,비금속,대덕석회석광산,충남,당진시,채운동,
폐광,비금속,두야규석광산,충남,태안군,근흥면,두야리
폐광,금속,디에이치개발,충북,충주시,엄정면,유봉리
폐광,비금속,보령,충북,옥천군,청산면,만월리
폐광,비금속,비인광산,충남,서천군,판교면,상좌리
폐광,금속,세광산업,충남,예산군,대흥면,교촌리
폐광,비금속,세중개발,충남,아산시,음봉면,월랑리
폐광,비금속,신평산업,충남,당진시,신평면,한정리
폐광,금속,안면도사금,충남,홍성군,서부면,궁리
폐광,비금속,예산산성광산,충남,예산군,예산읍,산성리
폐광,비금속,인지광산,충남,서산시,부석면,강수리
폐광,비금속,태안규사,충남,태안군,소원면,의항리
폐광,비금속,홍성사문석,충남,홍성군,구항면,마온리
폐광,비금속,홍성활석,충남,홍성군,갈산면,가곡리
폐광,금속,성보,충북,증평군,증평읍,율리
폐광,석탄,운곡,충남,청양군,운곡면,신대리
폐광,금속,개곡,경기,가평군,가평읍,개곡리
폐광,비금속,당진,경기,가평군,가평읍,경반리
폐광,비금속,경일,경기,가평군,가평읍,두밀리
폐광,비금속,구미,경기,가평군,가평읍,두밀리
폐광,금속,(가)두밀리,경기,가평군,가평읍,두밀리
폐광,금속,금망,경기,가평군,가평읍,복장리
폐광,비금속,산유석회석,경기,가평군,가평읍,산유리
폐광,비금속,순덕,경기,가평군,가평읍,산유리
폐광,금속,상색,경기,가평군,가평읍,상색리
폐광,금속,가평,경기,가평군,가평읍,승안리
폐광,비금속,중상,경기,가평군,가평읍,승안리
폐광,비금속,가평,경기,가평군,가평읍,읍내리
폐광,비금속,가평석회석,경기,가평군,가평읍,이화리
폐광,비금속,비령대탄광,경기,가평군,가평읍,이화리
폐광,금속,대명동,경기,가평군,북면,도대리
폐광,비금속,삼화장석,경기,가평군,북면,목동리
폐광,비금속,이화광업소,경기,가평군,북면,목동리
폐광,비금속,제일장석,경기,가평군,조종면,상판리
폐광,비금속,반송,경기,가평군,북면,소법리
폐광,금속,가평,경기,가평군,북면,소법리
폐광,금속,삼기,경기,가평군,북면,소법리
폐광,비금속,호계,경기,가평군,북면,소법리
폐광,비금속,가평,경기,가평군,북면,적목리
폐광,비금속,적목,경기,가평군,북면,적목리
폐광,비금속,가덕규석,경기,가평군,북면,화악리
폐광,금속,삼양가평,경기,가평군,북면,화악리
폐광,금속,명지,경기,가평군,북면,화악리
폐광,금속,용석제일,경기,가평군,상면,덕현리
폐광,비금속,대성장석,경기,가평군,상면,봉수리
폐광,비금속,불기,경기,가평군,상면,상동리
폐광,금속,상동,경기,가평군,상면,상동리
폐광,비금속,덕남,경기,가평군,상면,태봉리
폐광,비금속,성은활석,경기,가평군,설악면,설곡리
폐광,비금속,가평석면,경기,가평군,설악면,위곡리
폐광,비금속,갑진,경기,가평군,설악면,위곡리
폐광,비금속,명진석면,경기,가평군,설악면,위곡리
폐광,비금속,우석광업사,경기,가평군,설악면,위곡리
폐광,비금속,(가)위곡리,경기,가평군,설악면,위곡리
폐광,금속,명보(부영),경기,가평군,청평면,대성리
폐광,비금속,송부,경기,가평군,청평면,대성리
폐광,비금속,유광-청평,경기,가평군,청평면,삼회리
폐광,비금속,경진,경기,가평군,청평면,상천리
폐광,금속,보성,경기,가평군,청평면,상천리
폐광,비금속,청평대리석,경기,가평군,청평면,상천리
폐광,금속,(가)호명리,경기,가평군,청평면,호명리
폐광,금속,대금산,경기,가평군,조종면,대보리
폐광,비금속,금덕,경기,가평군,조종면,마일리
폐광,금속,남왕,경기,가평군,조종면,마일리
폐광,금속,대보,경기,가평군,조종면,마일리
폐광,금속,삼부,경기,가평군,조종면,마일리
폐광,금속,"육청,보청",경기,가평군,조종면,마일리
폐광,비금속,가평몰리브덴,경기,가평군,조종면,상판리
폐광,비금속,경인,경기,가평군,조종면,상판리
폐광,비금속,삼영,경기,가평군,조종면,상판리
폐광,금속,수곡,경기,가평군,조종면,상판리
폐광,금속,구성,경기,가평군,조종면,신상리
폐광,비금속,운악,경기,가평군,조종면,신상리
폐광,금속,보정,경기,가평군,하면,하판리
폐광,비금속,장고,경기,고양시 덕양구,대자동,
폐광,비금속,원당,경기,고양시 덕양구,도내동,
폐광,비금속,한국,경기,고양시 덕양구,도내동,
폐광,금속,벽제,경기,고양시 덕양구,벽제동,
폐광,비금속,삼원,경기,고양시 덕양구,성사동,
폐광,비금속,천년,경기,고양시 덕양구,용두동,
폐광,금속,고양대일,경기,고양시 덕양구,향동동,
폐광,금속,고양,경기,고양시 일산동구,식사동,
폐광,금속,시흥(가학),경기,광명시,가학동,
폐광,비금속,중앙,경기,광명시,광명동,
폐광,비금속,경인,경기,광명시,옥길동,
폐광,비금속,오류,경기,광명시,옥길동,
폐광,비금속,석림,경기,광주시,남종면,이석리
폐광,비금속,유동,경기,광주시,도척면,도웅리
폐광,비금속,남한,경기,광주시,남한산성면,엄미리
폐광,비금속,신호,경기,광주시,남한산성면,엄미리
폐광,비금속,반월,경기,군포시,둔대동,
폐광,비금속,대동내화,경기,김포시,고촌읍,
폐광,비금속,대명,경기,김포시,대곶면,대명리
폐광,금속,(가)대명리,경기,김포시,대곶면,대명리
폐광,금속,김포,경기,김포시,대곶면,석정리
폐광,비금속,서선탄광,경기,김포시,대곶면,석정리
폐광,비금속,한흥납석,경기,김포시,대곶면,송마리
폐광,비금속,홍창,경기,김포시,대곶면,약암리
폐광,비금속,풍국,경기,김포시,양촌읍,구래리
폐광,비금속,신흥,경기,김포시,월곶면,갈산리
폐광,비금속,대성광업,경기,김포시,월곶면,고막리
폐광,비금속,세종기업,경기,김포시,월곶면,고양리
폐광,비금속,진원,경기,김포시,월곶면,고양리
폐광,금속,김포태국,경기,김포시,풍무동,
폐광,비금속,남양,경기,남양주시,수동면,송천리
폐광,금속,(가)덕소리,경기,남양주시,와부읍,덕소리
폐광,금속,금부,경기,남양주시,와부읍,도곡리
폐광,금속,예봉,경기,남양주시,와부읍,도곡리
폐광,비금속,동강,경기,남양주시,조안면,시우리
폐광,금속,(가)양지,경남,합천군,봉산면,양지리
폐광,비금속,금곡,경기,남양주시,진건읍,용정리
폐광,비금속,금신고령토,경기,남양주시,화도읍,금남리
폐광,비금속,중앙광업,경기,남양주시,화도읍,금남리
폐광,금속,삼창,경기,동두천시,광암동,
폐광,비금속,삼덕,경기,동두천시,동두천동,
폐광,비금속,동두천,경기,동두천시,상패동,
폐광,비금속,동명,경기,동두천시,생연동,
폐광,비금속,동천,경기,동두천시,안흥동,
폐광,비금속,동흥,경기,동두천시,안흥동,
폐광,금속,안흥,경기,동두천시,안흥동,
폐광,비금속,한일화학,경기,동두천시,안흥동,
폐광,비금속,봉암규석,경기,동두천시,하봉암동,
폐광,비금속,부국규석,경기,동두천시,하봉암동,
폐광,비금속,소요시리카,경기,동두천시,하봉암동,
폐광,금속,한강사금,경기,성남시수성구,고등동,
폐광,금속,광주모나스,경기,성남시 분당구,동원동,
폐광,금속,(가)구미,경기,성남시 분당구,동원동,
폐광,비금속,청계,경기,성남시 분당구,운중동,
폐광,비금속,덕명,경기,수원시 권선구,호매실동,
폐광,금속,소인,경기,시흥시,과림동,
폐광,비금속,안양고령토,경기,시흥시,금이동,
폐광,비금속,인천장석,경기,시흥시,금이동,
폐광,비금속,군자광업소,경기,시흥시,능곡동,
폐광,비금속,안양,경기,시흥시,능곡동,
폐광,비금속,(가)도창동,경기,시흥시,도창동,
폐광,금속,부양철광,경기,시흥시,매화동,
폐광,비금속,수암,경기,시흥시,목감동,
폐광,금속,(가)물왕,경기,시흥시,산현동,
폐광,비금속,소래,경기,시흥시,은행동,
폐광,비금속,대부고령토,경기,안산시 단원구,선감동,
폐광,비금속,대부석회석,경기,안산시 단원구,대부북동,
폐광,비금속,풍도,경기,안산시 단원구,풍도동,
폐광,금속,대부,경기,안산시 단원구,대부북동,
폐광,비금속,대부,경기,안산시 단원구,대부북동,
폐광,비금속,장수,경기,안산시 단원구,선감동,
폐광,비금속,동영,경기,안산시 단원구,풍도동,
폐광,비금속,문도석회석,경기,안산시 단원구,풍도동,
폐광,비금속,미래,경기,안산시 단원구,풍도동,
폐광,비금속,세청규사,경기,안산시 단원구,풍도동,
폐광,비금속,유엔비,경기,안산시 단원구,풍도동,
폐광,비금속,장경사,경기,안산시 단원구,풍도동,
폐광,비금속,창대풍도,경기,안산시 단원구,풍도동,
폐광,비금속,풍산규사,경기,안산시 단원구,풍도동,
폐광,금속,안양,경기,안성시,공도읍,마정리
폐광,금속,(가)대동,경기,안성시,금광면,석하리
폐광,금속,은성,경기,안성시,금광면,석하리
폐광,비금속,옥정,경기,안성시,금광면,옥정리
폐광,금속,안성,경기,안성시,대덕면,무능리
폐광,비금속,대원,경기,안성시,미양면,개정리
폐광,비금속,서곳,경기,안성시,미양면,개정리
폐광,금속,대안,경기,안성시,미양면,마산리
폐광,금속,적재광업,경기,안성시,보개면,기좌리
